>TF_motif_seq_0208
0	1	0	0
>TF_motif_seq_0390
0	0	0	1
0	1	0	0
1	0	0	0
0	0	0	1
0	1	0	0
1	0	0	0
0	1	0	0
>TF_motif_seq_0490
0	0	1	0
0	0	0	1
0	0	0	1
0	0	0	1
0.333333	0.333333	0	0.333333
0	0	1	0
0	1	0	0
1	0	0	0
1	0	0	0
>TF_motif_seq_0509
0	0	0	1
0	0	0	1
0	1	0	0
0	1	0	0
0	1	0	0
0	0	0	1
0	0	1	0
0	0	0	1
0	0	0	1
>TF_motif_seq_0194
0	1	0	0
0	0	1	0
1	0	0	0
1	0	0	0
1	0	0	0
0	1	0	0
0	1	0	0
1	0	0	0
0	0	1	0
0	1	0	0
1	0	0	0
1	0	0	0
0	1	0	0
0	0	1	0
0	0	1	0
0	0	0	1
0	1	0	0
0	1	0	0
1	0	0	0
0	0	1	0
>TF_motif_seq_0011
1	0	0	0
0	0	1	0
0	1	0	0
1	0	0	0
1	0	0	0
0	1	0	0
0	0	1	0
0	0	1	0
0	0	0	1
0	1	0	0
>TF_motif_seq_0170
1	0	0	0
0	0	1	0
0	0	0	1
0	0	0	1
0	0	1	0
1	0	0	0
1	0	0	0
0	0	0	1
0	0	1	0
0	0	1	0
0	0	1	0
0	0	1	0
0	0	1	0
0	0	0	1
0	0	1	0
0	1	0	0
1	0	0	0
>TF_motif_seq_0079
0	0	0	1
1	0	0	0
1	0	0	0
0	1	0	0
0	0	0	1
0	0.5	0.5	0
1	0	0	0
0	0	1	0
0	0	0	1
0	0	0	1
1	0	0	0
>TF_motif_seq_0163
0	1	0	0
0	0	1	0
0	0	0	1
0	0	1	0
0	0	0	1
0	1	0	0
0	0	1	0
0	0	0	1
0	1	0	0
0	1	0	0
1	0	0	0
0	0	0	1
0	0	1	0
0	1	0	0
1	0	0	0
0	0	0	1
>TF_motif_seq_0057
1	0	0	0
0	1	0	0
0	0	1	0
0	0	0	1
1	0	0	0
0	0	0	1
0	0	0	1
1	0	0	0
1	0	0	0
1	0	0	0
1	0	0	0
>TF_motif_seq_0238
1	0	0	0
1	0	0	0
1	0	0	0
0	0	1	0
0.25	0.25	0.25	0.25
>TF_motif_seq_0350
1	0	0	0
0	1	0	0
0	1	0	0
0	0	1	0
1	0	0	0
0	0	1	0
1	0	0	0
>TF_motif_seq_0284
1	0	0	0
0	1	0	0
0	1	0	0
0	0	1	0
1	0	0	0
0	1	0	0
>TF_motif_seq_0324
0.5	0	0.5	0
0	1	0	0
0	1	0	0
0	0	1	0
1	0	0	0
0	1	0	0
>TF_motif_seq_0031
0	0	1	0
0	1	0	0
1	0	0	0
1	0	0	0
0	1	0	0
0	0	1	0
0	1	0	0
1	0	0	0
1	0	0	0
0	1	0	0
>TF_motif_seq_0488
0	0	1	0
0	0	0	1
0	0	1	0
0	0	1	0
0	0	1	0
0	1	0	0
0	1	0	0
0	1	0	0
0	0	1	0
>TF_motif_seq_0103
0	1	0	0
1	0	0	0
0	1	0	0
0	0	0	1
0	0	1	0
0	0	1	0
0	1	0	0
0	1	0	0
0	0	1	0
0	1	0	0
0	1	0	0
0	1	0	0
>TF_motif_seq_0478
0	1	0	0
1	0	0	0
0	0	0	1
0	0	1	0
0	1	0	0
0	1	0	0
0	0	1	0
0	1	0	0
0	1	0	0
>TF_motif_seq_0132
0	1	0	0
1	0	0	0
0	1	0	0
0	0	1	0
1	0	0	0
0	0	1	0
0	0.5	0.5	0
0	1	0	0
0	1	0	0
0	0	0.5	0.5
0	1	0	0
0	1	0	0
1	0	0	0
0	1	0	0
>TF_motif_seq_0333
0	0	0	1
0	0	1	0
0	1	0	0
1	0	0	0
0	0	1	0
0	0	1	0
>TF_motif_seq_0491
0.5	0.5	0	0
1	0	0	0
0	0	1	0
0	0	1	0
0	0	0	1
1	0	0	0
1	0	0	0
0	0	1	0
0	0	0	1
>TF_motif_seq_0436
0	0	1	0
0	0	0	1
0	0	1	0
0	1	0	0
0	1	0	0
0	1	0	0
0	0	0	1
0	0	0	1
>TF_motif_seq_0440
0.5	0.5	0	0
1	0	0	0
0	1	0	0
0	1	0	0
0.5	0	0	0.5
1	0	0	0
0.5	0.5	0	0
0	1	0	0
>TF_motif_seq_0310
0	1	0	0
0	1	0	0
0.5	0	0	0.5
1	0	0	0
0	1	0	0
0	1	0	0
>TF_motif_seq_0157
1	0	0	0
0	1	0	0
0	0	1	0
0	0	0	1
1	0	0	0
1	0	0	0
0	0	1	0
0	1	0	0
0	0	1	0
0	1	0	0
0	0	0	1
0	0	0	1
1	0	0	0
0	1	0	0
0	0	1	0
0	0	0	1
>TF_motif_seq_0427
0	1	0	0
0	0	1	0
0	1	0	0
0	0	1	0
0	0	1	0
0	1	0	0
1	0	0	0
0	0	0	1
>TF_motif_seq_0030
0	0	1	0
1	0	0	0
0	0	0	1
0	0	1	0
1	0	0	0
0	0.5	0	0.5
0.5	0	0.5	0
0	0	0	1
0	0	1	0
0	0	1	0
>TF_motif_seq_0283
1	0	0	0
1	0	0	0
0	0	0	1
1	0	0	0
1	0	0	0
0	0	0	1
>TF_motif_seq_0235
0	0	0	1
0	1	0	0
0	0	1	0
0	0	1	0
0	1	0	0
0	1	0	0
1	0	0	0
0	1	0	0
0	0	0	1
1	0	0	0
0	0	0	1
0	0	0	1
0	0	0	1
0	1	0	0
0	0	0	1
1	0	0	0
0	1	0	0
0	0	1	0
0	0	1	0
0	0	1	0
0	1	0	0
1	0	0	0
0	0	1	0
0	1	0	0
0	1	0	0
1	0	0	0
0	0	1	0
1	0	0	0
0	1	0	0
1	0	0	0
1	0	0	0
1	0	0	0
>TF_motif_seq_0294
1	0	0	0
0	0	1	0
0	0	1	0
0	0	0	1
0	1	0	0
1	0	0	0
>TF_motif_seq_0121
0	0	0	1
0	1	0	0
0	1	0	0
1	0	0	0
0	0	0	1
0	0	1	0
0	1	0	0
1	0	0	0
0	0	0	1
0	0	1	0
0	1	0	0
1	0	0	0
0	1	0	0
>TF_motif_seq_0499
0	0	0	1
0	1	0	0
0	1	0	0
1	0	0	0
0	0	0	1
0	0	1	0
0	1	0	0
1	0	0	0
0	0	0	1
>TF_motif_seq_0065
0	1	0	0
0	0	1	0
0	0	0	1
0	1	0	0
0	1	0	0
1	0	0	0
0	0	0	1
0	0	1	0
0	1	0	0
1	0	0	0
0	0	0	1
>TF_motif_seq_0454
0	0	0	1
0	0	0	1
0	0	0	1
1	0	0	0
0	0	0	1
1	0	0	0
0	0	0	1
1	0	0	0
>TFmatrixID_0487
0.0	1.0	0.0	0.0
0.24489795918367	0.0	0.75510204081633	0.0
0.0	0.40816326530612	0.59183673469388	0.0
0.0	0.469387755102042	0.0204081632653061	0.510204081632652
0.0204081632653059	0.0612244897959178	0.918367346938776	0.0
0.0	0.918367346938776	0.0816326530612237	0.0
0.10204081632653	0.57142857142857	0.12244897959184	0.20408163265306
0.0612244897959181	0.510204081632651	0.22448979591837	0.20408163265306
0.0612244897959181	0.632653061224491	0.10204081632653	0.20408163265306
0.0816326530612245	0.530612244897963	0.142857142857141	0.244897959183671
>TFmatrixID_0555
0.0	0.4	0.0	0.6
1.0	0.0	0.0	0.0
0.0	0.0	0.0	1.0
0.0	1.0	0.0	0.0
0.0	0.0	0.0	1.0
1.0	0.0	0.0	0.0
0.0	1.0	0.0	0.0
0.0	0.0	1.0	0.0
0.0	0.0	0.0	1.0
0.0	0.0	1.0	0.0
0.0	0.0	1.0	0.0
1.0	0.0	0.0	0.0
1.0	0.0	0.0	0.0
0.0	0.0	0.0	1.0
0.0	0.0	1.0	0.0
1.0	0.0	0.0	0.0
>TFmatrixID_0485
0.0416666666666671	0.0416666666666671	0.0833333333333332	0.833333333333332
0.125	0.125	0.16666666666667	0.58333333333333
0.041666666666667	0.083333333333333	0.375	0.5
0.0	0.375	0.125	0.5
0.0	0.541666666666665	0.166666666666668	0.291666666666667
0.0833333333333328	0.458333333333329	0.16666666666667	0.291666666666669
0.125000000000001	0.333333333333332	0.0833333333333336	0.458333333333333
0.041666666666667	0.041666666666667	0.041666666666667	0.874999999999999
0.333333333333331	0.208333333333331	0.0416666666666671	0.416666666666671
0.0	0.25	0.29166666666667	0.45833333333333
0.0	0.70833333333333	0.0	0.29166666666667
0.0833333333333327	0.0	0.749999999999998	0.166666666666669
>TFmatrixID_0472
1.0	0.0	0.0	0.0
1.0	0.0	0.0	0.0
1.0	0.0	0.0	0.0
0.0	0.0	1.0	0.0
0.14285714285714	0.66666666666667	0.095238095238095	0.095238095238095
0.33333333333333	0.28571428571429	0.14285714285714	0.23809523809524
>TFmatrixID_0549
0.333333333333333	0.333333333333333	0.0952380952380952	0.238095238095238
0.333333333333333	0.285714285714286	0.19047619047619	0.19047619047619
0.333333333333333	0.142857142857143	0.19047619047619	0.333333333333333
0.333333333333333	0.0952380952380952	0.0952380952380952	0.476190476190476
1.0	0.0	0.0	0.0
1.0	0.0	0.0	0.0
1.0	0.0	0.0	0.0
0.0	0.0	1.0	0.0
0.142857142857143	0.571428571428571	0.0952380952380952	0.19047619047619
0.333333333333333	0.19047619047619	0.285714285714286	0.19047619047619
0.333333333333333	0.285714285714286	0.238095238095238	0.142857142857143
>TFmatrixID_0480
1.0	0.0	0.0	0.0
1.0	0.0	0.0	0.0
1.0	0.0	0.0	0.0
0.0	0.0	1.0	0.0
0.0625	0.5625	0.0625	0.3125
>TFmatrixID_0557
0.4375	0.1875	0.125	0.25
0.4375	0.125	0.0625	0.375
0.25	0.1875	0.25	0.3125
0.5625	0.0625	0.0	0.375
1.0	0.0	0.0	0.0
1.0	0.0	0.0	0.0
1.0	0.0	0.0	0.0
0.0	0.0	1.0	0.0
0.25	0.4375	0.0625	0.25
0.1875	0.1875	0.5625	0.0625
0.4375	0.3125	0.1875	0.0625
>TFmatrixID_0473
1.0	0.0	0.0	0.0
1.0	0.0	0.0	0.0
1.0	0.0	0.0	0.0
0.0	0.0	1.0	0.0
0.0	0.47619047619048	0.14285714285714	0.38095238095238
0.285714285714287	0.285714285714287	0.428571428571426	0.0
>TFmatrixID_0550
0.238095238095238	0.142857142857143	0.476190476190476	0.142857142857143
0.476190476190476	0.285714285714286	0.142857142857143	0.0952380952380952
0.238095238095238	0.285714285714286	0.285714285714286	0.19047619047619
0.380952380952381	0.142857142857143	0.142857142857143	0.333333333333333
1.0	0.0	0.0	0.0
1.0	0.0	0.0	0.0
1.0	0.0	0.0	0.0
0.0	0.0	1.0	0.0
0.142857142857143	0.476190476190476	0.142857142857143	0.238095238095238
0.285714285714286	0.285714285714286	0.333333333333333	0.0952380952380952
0.380952380952381	0.285714285714286	0.19047619047619	0.142857142857143
>TFmatrixID_0478
1.0	0.0	0.0	0.0
1.0	0.0	0.0	0.0
1.0	0.0	0.0	0.0
0.0	0.0	1.0	0.0
0.2	0.6	0.0	0.2
>TFmatrixID_0548
0.533333333333333	0.2	0.133333333333333	0.133333333333333
0.466666666666667	0.2	0.2	0.133333333333333
0.133333333333333	0.4	0.133333333333333	0.333333333333333
0.4	0.0	0.0	0.6
1.0	0.0	0.0	0.0
1.0	0.0	0.0	0.0
1.0	0.0	0.0	0.0
0.0	0.0	1.0	0.0
0.333333333333333	0.4	0.0666666666666667	0.2
0.266666666666667	0.266666666666667	0.2	0.266666666666667
0.285714285714286	0.428571428571429	0.142857142857143	0.142857142857143
>TFmatrixID_0299
0.144988412514484	0.2029258400927	0.101535341830823	0.550550405561993
0.0421927609427609	0.000105218855218855	0.0106271043771044	0.947074915824916
0.299980007996801	9.99600159936026e-05	0.699820071971212	9.99600159936026e-05
0.989704118352659	9.99600159936026e-05	9.99600159936026e-05	0.0100959616153539
9.99600159936026e-05	0.0200919632147141	9.99600159936026e-05	0.979708116753299
9.99600159936026e-05	9.99600159936026e-05	0.0100959616153539	0.989704118352659
0.170490686051795	0.000113584734211722	0.772489777373921	0.0569059518400727
0.499843847595253	0.15630855715178	0.234384759525297	0.10946283572767
>TFmatrixID_0300
0.35013825181194	0.267035192530851	0.191413275459568	0.191413275459568
0.175103536583646	0.254386770910371	0.397340454771905	0.173169232996008
0.000151543781809324	0.000151543781809324	0.000151543781809324	0.999545363916501
0.000151543781809324	0.0945717908908369	0.905125116807474	0.000151543781809324
0.999545363916501	0.000151543781809324	0.000151543781809324	0.000151543781809324
0.000151543781809324	0.905125116807474	0.000151543781809324	0.0945717908908369
0.456842329680336	0.000151543781809324	0.542854578017974	0.000151543781809324
0.0945717908908369	0.000151543781809324	0.456842329680336	0.448434330908946
0.0587382671377226	0.740470021374431	0.142053439612053	0.0587382671377226
0.368858504935291	0.150669923084928	0.150669923084928	0.32980164415678
>TFmatrixID_0301
0.261893434823977	0.119172216936251	0.33325404376784	0.285680304471931
0.0155289052890529	0.0462792127921279	0.000153751537515375	0.938038130381304
0.000131509731720147	0.0132824829037349	0.986454497632825	0.000131509731720147
0.97330352446081	0.000131509731720147	0.000131509731720147	0.0264334560757496
0.000131509731720147	0.99960547080484	0.000131509731720147	0.000131509731720147
0.599813432835821	0.0401119402985075	0.319962686567164	0.0401119402985075
0.0580822711471611	0.0291135573580533	0.565034762456547	0.347769409038239
0.0194081475787856	0.538239815526518	0.346079938508839	0.096272098385857
>TFmatrixID_0556
0.194444444444444	0.416666666666667	0.222222222222222	0.166666666666667
0.222222222222222	0.111111111111111	0.361111111111111	0.305555555555556
0.0277777777777778	0.0	0.944444444444444	0.0277777777777778
0.0	0.0	1.0	0.0
0.0	0.0	0.0	1.0
0.527777777777778	0.0	0.0	0.472222222222222
0.138888888888889	0.0	0.861111111111111	0.0
0.0833333333333333	0.0833333333333333	0.777777777777778	0.0555555555555556
0.111111111111111	0.111111111111111	0.0833333333333333	0.694444444444444
>TFmatrixID_0052
0	0	0	5
0	5	0	0
5	0	0	0
0	0	0	5
0	0	0	5
0	5	0	0
0	5	0	0
5	0	0	0
0	5	0	0
0	0	5	0
0	0	0	5
5	0	0	0
0	0	5	0
5	0	0	0
0	0	0	5
3	0	2	0
>TFmatrixID_0076
25	3	4	4
2	28	3	3
0	31	0	5
17	0	0	19
36	0	0	0
0	36	0	0
1	34	0	1
11	13	4	8
6	8	15	7
>TFmatrixID_0093
8	3	2	2
7	3	3	2
2	6	2	5
6	0	0	9
15	0	0	0
15	0	0	0
15	0	0	0
0	0	15	0
5	6	1	3
4	4	3	4
4	6	2	2
>TFmatrixID_0094
7	3	2	4
7	2	1	6
4	3	4	5
9	1	0	6
16	0	0	0
16	0	0	0
16	0	0	0
0	0	16	0
4	7	1	4
3	3	9	1
7	5	3	1
>TF_motif_seq_0046
0	0	0	1
0	1	0	0
0	1	0	0
1	0	0	0
0	1	0	0
0	0	1	0
0	0	0	1
1	0	0	0
0	0	1	0
1	0	0	0
>TF_motif_seq_0145
0	1	0	0
1	0	0	0
0	1	0	0
1	0	0	0
0	0	0	1
0	0	1	0
0	0	0	1
0	0	1	0
0	0	0	1
1	0	0	0
1	0	0	0
1	0	0	0
0	0	1	0
0	0	1	0
0	0	0	1
>TF_motif_seq_0246
0	0	0	1
0	0	1	0
1	0	0	0
0	1	0	0
0.25	0.25	0.25	0.25
>TF_motif_seq_0335
0	0	0	1
0	0	1	0
0	0	0	1
0	1	0	0
0	0	0	1
0	1	0	0
>TF_motif_seq_0394
0	0	0	1
0	0	1	0
0	0	0	1
1	0	0	0
1	0	0	0
1	0	0	0
0	0	1	0
>TF_motif_seq_0398
0	0	0	1
0	0	0	1
0	0	0	1
1	0	0	0
0	0	1	0
0	0	1	0
0	0	1	0
>TFmatrixID_0080
0.197552233450335	0.316082426352568	0.224978090637474	0.261387249559623
0.190297124167602	0.394881872007665	0.170474659681266	0.244346344143468
0.524124936016305	0.0393198737268605	0.416434873591039	0.0201203166657947
0.00733177423378598	0.965086309058944	0.00843354780006115	0.019148368907209
0.0120336007369921	0.980147232467118	0.00166147007641585	0.00615769671947404
0.0047907949415764	0.00247612875910583	0.989002001447126	0.00373107485219175
0.659608578584546	0.140000584359954	0.0857680531872467	0.114622783868254
0.0336440426650916	0.912178780101497	0.0109773713331311	0.0431998059002806
0.47264489972419	0.120102358444839	0.241856449463293	0.165396292367678
0.240393986659061	0.273767495181889	0.235633866794929	0.250204651364122
>TFmatrixID_0088
0.100597609561753	0.598605577689243	0.100597609561753	0.200199203187251
0.748753117206983	0.000623441396508728	0.25	0.000623441396508728
0.000623441396508728	0.998129675810474	0.000623441396508728	0.000623441396508728
0.000623441396508728	0.998129675810474	0.000623441396508728	0.000623441396508728
0.000623441396508728	0.000623441396508728	0.998129675810474	0.000623441396508728
0.998129675810474	0.000623441396508728	0.000623441396508728	0.000623441396508728
0.000623441396508728	0.998129675810474	0.000623441396508728	0.000623441396508728
0.92101226993865	0.000766871165644172	0.0774539877300614	0.000766871165644172
>TFmatrixID_0121
0.176643192488263	0.70481220657277	0.000586854460093897	0.117957746478873
0.781684027777778	0.000434027777777778	0.217447916666667	0.000434027777777778
0.000434027777777778	0.998697916666667	0.000434027777777778	0.000434027777777778
0.000434027777777778	0.998697916666667	0.000434027777777778	0.000434027777777778
0.000434027777777778	0.000434027777777778	0.998697916666667	0.000434027777777778
0.998697916666667	0.000434027777777778	0.000434027777777778	0.000434027777777778
0.000434027777777778	0.998697916666667	0.000434027777777778	0.000434027777777778
0.57051282051282	0.285612535612536	0.0719373219373219	0.0719373219373219
>TFmatrixID_0084
0.495098039215686	0.00490196078431373	0.495098039215686	0.00490196078431373
0.00328947368421053	0.990131578947368	0.00328947368421053	0.00328947368421053
0.00328947368421053	0.990131578947368	0.00328947368421053	0.00328947368421053
0.00328947368421053	0.00328947368421053	0.990131578947368	0.00328947368421053
0.990131578947368	0.00328947368421053	0.00328947368421053	0.00328947368421053
0.00328947368421053	0.990131578947368	0.00328947368421053	0.00328947368421053
0.990131578947368	0.00328947368421053	0.00328947368421053	0.00328947368421053
0.00328947368421053	0.00328947368421053	0.00328947368421053	0.990131578947368
>TFmatrixID_0085
0.15431697118154	0.266626223843347	0.207896931982291	0.371159703339472
0.436463929173117	0.014506345550166	0.533364624057945	0.0156652271711801
0.0161199555416286	0.893602343382785	9.28563796373255e-05	0.0901848335853502
0.0399967721915577	0.888377972845839	0.00370794991280682	0.0679176326694221
0.0300674156113042	2.53794196883458e-11	0.959277702261305	0.0106552745180026
0.959501366329946	0.00201520243483041	0.0110672552790471	0.0274159231322822
0.00704445954235937	0.958030595665103	0.00302142365371502	0.0319034940773676
0.521875725733431	0.138685335432972	0.210702093524672	0.128736703611067
0.183022858114264	0.167551597191003	0.138173441259952	0.511251887158528
0.308581687590048	0.245692488416863	0.220840797291663	0.224884907437378
>TFmatrixID_0086
0.151886610006681	0.321543955866662	0.205025478259994	0.321543955866662
0.139960910816204	0.2790422419086	0.240173883376346	0.34082296389885
0.460825067083715	0.0187842453929616	0.504222937682066	0.0161677498412572
0.00307930508159475	0.948331332171931	0.000420926918346614	0.0481684358281272
0.00618106345656055	0.993754641010818	2.72326277399138e-07	6.40232063444782e-05
0.000662536947221749	0.00392874896785571	0.990610129259627	0.00479858482529581
0.973202851546237	0.00256149876428975	0.0137438649858572	0.010491784703616
0.000615581098066602	0.997060466300606	0.000474644781875794	0.00184930781945179
0.565245559301425	0.136627774704723	0.158738827155691	0.139387838838161
0.165672565590387	0.126471039351645	0.11792081548995	0.589935579568018
>TFmatrixID_0053
0.150033322225925	0.716511162945685	0.0750583138953682	0.0583972009330223
0.0255348955680081	0.0127992868059093	0.948866530820173	0.0127992868059093
0.0189260563380282	0.874056841046278	0.106954225352113	6.28772635814889e-05
0.0189260563380282	0.97466046277666	0.00635060362173038	6.28772635814889e-05
6.28772635814889e-05	0.00635060362173038	0.993523641851107	6.28772635814889e-05
0.0588734971249347	0.627352326189232	0.13728437009932	0.176489806586513
0.157922429344558	0.774278412507517	0.00759170174383644	0.060207456404089
0.488782763216348	0.0667481119502443	0.299977787649933	0.144491337183474
>TFmatrixID_0054
0.346006144393241	0.461213517665131	0.192396313364055	0.000384024577572965
0.00024975024975025	0.00024975024975025	0.999250749250749	0.00024975024975025
0.000243664717348928	0.999269005847953	0.000243664717348928	0.000243664717348928
0.122076023391813	0.877436647173489	0.000243664717348928	0.000243664717348928
0.0246101364522417	0.000243664717348928	0.97490253411306	0.000243664717348928
0.000243664717348928	0.950536062378168	0.0489766081871345	0.000243664717348928
0.000243664717348928	0.999269005847953	0.000243664717348928	0.000243664717348928
0.241391184573003	0.103650137741047	0.482438016528926	0.172520661157025
>TFmatrixID_0059
0.205687765427099	0.313048871418944	0.316195064881681	0.165068298272276
0.213317387913388	0.494121352865682	0.123073426518921	0.169487832702009
0.108658579394584	4.92035584677116e-05	0.887324421479723	0.00396779556722512
0.0247123587482449	0.834892915806779	0.0549983658263778	0.0853963596185986
0.145090039152854	0.704405728549866	0.0512827536531657	0.0992214786441139
0.131472928509848	0.00986310437125806	0.827824324394252	0.0308396427246419
0.190198451187877	0.383012645991003	0.15417186814629	0.27261703467483
0.258282137450573	0.489827135088085	0.0770190307288349	0.174871696732507
0.423886971141283	0.162303305733847	0.18117562095031	0.23263410217456
0.275778429020988	0.196290901446505	0.204301685100078	0.323628984432429
>TFmatrixID_0068
0.2	0.5	0.133333333333333	0.166666666666667
0.027027027027027	0.0540540540540541	0.891891891891892	0.027027027027027
0.0263157894736842	0.605263157894737	0.342105263157895	0.0263157894736842
0.0263157894736842	0.894736842105263	0.0526315789473684	0.0263157894736842
0.0789473684210526	0.0263157894736842	0.842105263157895	0.0526315789473684
0.0263157894736842	0.236842105263158	0.710526315789474	0.0263157894736842
0.027027027027027	0.918918918918919	0.027027027027027	0.027027027027027
0.103448275862069	0.586206896551724	0.172413793103448	0.137931034482759
>TFmatrixID_0069
0.188766178084544	0.23996884348967	0.391705035479709	0.179559942946076
0.100216874578151	0.435866752534571	0.346310781116173	0.117605591771105
0.222731161177737	0.60544606795878	0.117444453900025	0.0543783169634581
0.0145354246830642	0.000604465158234304	0.912865680420584	0.0719944297381174
0.00019110113885285	0.997295913923854	0.00200380431512119	0.00050918062217203
0.0424045805486231	0.95075498277637	0.0036592433410561	0.00318119333395058
0.0360940064606281	0.0275534244017617	0.903365131031359	0.0329874381062506
0.170746325015835	0.518105544533724	0.100502135467632	0.210645994982809
0.235827226389515	0.660567586616616	0.0367118446559763	0.0668933423378924
0.477760362483492	0.132835201477163	0.239633164597966	0.149771271441378
>TFmatrixID_0075
0.168575920934411	0.516734052111411	0.224730458221024	0.0899595687331536
0.0648014959723821	0.726481588032221	0.115146720368239	0.0935701956271577
0.0238633658652702	0.0179124018090931	0.952213758628898	0.00601047369673887
0.011961437752916	0.898655082123304	0.0833730064270412	0.00601047369673887
0.011961437752916	0.976017614853606	0.011961437752916	5.9509640561771e-05
0.00601047369673887	0.00601047369673887	0.987919542965961	5.9509640561771e-05
0.0562984253936516	0.662396900774806	0.13127968007998	0.150024993751562
0.123115964318671	0.799830821285758	0.0385266071977853	0.0385266071977853
>TFmatrixID_0078
0.214652287493303	0.317037305969704	0.270161371159963	0.198149035377029
0.248333688653698	0.355943980551975	0.222465795244215	0.173256535550112
0.0955790716309179	0.0627999250604244	0.804285157445969	0.0373358458626892
0.0256397416228759	0.745565920111419	0.166358243197813	0.0624360950678923
0.15075169485887	0.769417763954955	0.0100305363873763	0.0698000047987995
0.19211822856148	0.0387880014003446	0.756052604207059	0.0130411658311163
0.189787713106462	0.448498863696367	0.170018311863791	0.19169511133338
0.124989966942595	0.677380713987058	0.0993087287155297	0.0983205903548174
>TFmatrixID_0079
0.176000769806402	0.377859757908354	0.270138703220726	0.176000769806402
0.303124852267135	0.503084809554337	0.0968951694602067	0.0968951694602067
0.000148883478132441	0.000148883478132441	0.999553350307489	0.000148883478132441
0.000148883478132441	0.999553350307489	0.000148883478132441	0.000148883478132441
0.000148883478132441	0.999553350307489	0.000148883478132441	0.000148883478132441
0.000148883478132441	0.000148883478132441	0.999553350307489	0.000148883478132441
0.000148883478132441	0.999553350307489	0.000148883478132441	0.000148883478132441
0.000148883478132441	0.999553350307489	0.000148883478132441	0.000148883478132441
0.359357948452329	0.0741481138572011	0.492345824575155	0.0741481138572011
0.153253714203397	0.255522680931698	0.240734459332771	0.350489146274018
>TFmatrixID_0081
0.293777432769558	0.256566215120374	0.277698342174653	0.171958008819104
0.15492922258592	0.530319104499017	0.156081106709472	0.158670565089279
9.41918950944927e-05	9.41918950944927e-05	0.999717423198411	9.41918950944927e-05
9.41918950944927e-05	0.911746848817104	0.0880647662763975	9.41918950944927e-05
9.41918950944927e-05	0.999717423198411	9.41918950944927e-05	9.41918950944927e-05
9.41918950944927e-05	9.41918950944927e-05	0.999717423198411	9.41918950944927e-05
9.41918950944927e-05	9.41918950944927e-05	0.999717423198411	9.41918950944927e-05
9.41918950944927e-05	0.999717423198411	9.41918950944927e-05	9.41918950944927e-05
0.535094408568898	0.166106757178216	0.220662650339664	0.0781361827969125
0.178621291207815	0.178621291207815	0.352131468786373	0.290625947681687
>TFmatrixID_0082
0.216684466407996	0.323255238560833	0.262025603814038	0.198034691217133
0.297133913536241	0.470682102455795	0.113770461693415	0.118413522314549
0.0536499408555366	9.65668627556423e-05	0.946224982830691	2.85094510165503e-05
0.057636172095945	0.83226454908127	0.0476627589618026	0.0624365198609821
0.127081743844249	0.784330534330002	0.0326168991191687	0.0559708227065808
0.20592999253349	0.0925303102382412	0.618647886765734	0.0828918104625341
0.241989257233552	0.346850320379372	0.13280652019298	0.278353902194096
0.128128594268033	0.680640592176782	0.0668889915272945	0.124341822027891
0.307219612314049	0.319757482537511	0.140831317094171	0.232191588054269
